date,close,volume,prev_close,7_day_ma,14_day_ma,21_day_ma,rsi,macd,signal_line,bollinger_upper,bollinger_lower,pct_change,volatility,lag_1,lag_2,lag_3
2020-01-21,-0.13538878104714877,0.34532374100719426,97.4973449350485,96.83505351395681,96.80208903298282,96.86666695301747,51.97094930626091,-0.3472769815770107,-0.5428301956392463,98.51045990698545,94.95994274359846,0.00431109096607174,0.7228848117770874,97.4973449350485,97.1730979266764,96.24436963073346
2020-01-22,-0.24334793461174342,0.07083563918096292,97.91766485801398,96.9266294177379,96.8904737302194,96.77048397107117,58.071428403806436,-0.28911889626890286,-0.4920879357651776,98.45784051503416,94.97957571168926,-0.004509175867281279,0.7243531230453917,97.91766485801398,97.4973449350485,97.1730979266764
2020-01-23,0.43134865665132865,0.3586054233536248,97.47613688665568,97.47992277529998,97.18242257338328,96.8861739133942,69.7758469951263,-0.020139312759837935,-0.3976982111641097,99.23942550891438,94.62124065476077,0.028307985067123065,1.118578461900438,97.47613688665568,97.91766485801398,97.4973449350485
2020-01-24,0.6100896661076448,-0.7238516878804648,100.23548991404398,98.21580049401463,97.49245236345202,97.12253147350864,70.49848990811441,0.24914332461010247,-0.2683299040092673,99.93228551310024,94.5638163829468,0.007292919838205458,1.4917695907829274,100.23548991404398,97.47613688665568,97.91766485801398
2020-01-25,0.736067544627987,0.7371333702268954,100.96649930693036,98.96399336052882,97.89873475572253,97.44965422175254,77.69189978204234,0.4983807117370418,-0.11498778086000551,100.73474688347383,94.3136283587942,0.005102884550213238,1.746374232754255,100.96649930693036,100.23548991404398,97.47613688665568
2020-01-26,0.8963104396350119,0.5445489762036525,101.4817196963328,99.67313309657654,98.24506835361649,97.743848976271,75.70661291574785,0.7402517582553685,0.05606012696306928,101.5713934768801,93.93922754308412,0.006457876203110002,2.0673185282304165,101.4817196963328,100.96649930693036,100.23548991404398
2020-01-27,1.2662531307442633,0.36967349197565025,102.13707607901044,100.55209183905563,98.67551691604933,98.03601268247832,78.4033570548388,1.0420095139661782,0.2532500043636911,102.69384661085218,93.42377583686132,0.014813230527780386,2.508345488651652,102.13707607901044,101.4817196963328,100.96649930693036
2020-01-28,1.149610246830917,-0.7304925290536801,103.65005613240227,101.30285596107137,99.06895473751409,98.30234467567901,74.93646251326493,1.228499989740584,0.4483000014390697,103.48354977510726,93.32749893128428,-0.004602432821346869,2.757261108588048,103.65005613240227,102.13707607901044,101.4817196963328
2020-01-29,1.1011667067835125,-0.5976757055893747,103.17301371212406,102.08839223960946,99.50751082867369,98.62311323334941,79.48227435044663,1.3448060876304737,0.6276012186773505,104.09649839185498,93.39721878720384,-0.0019202974554427543,2.8609569284329153,103.17301371212406,103.65005613240227,102.13707607901044
2020-01-30,0.939111383368732,0.5644714997232982,102.9748908364223,102.38505397198898,99.93248837364447,98.91663303958516,78.05721756046216,1.367733228054945,0.7756276205528694,104.50906696610198,93.5532541924301,-0.006436217512233444,2.7990635421501873,102.9748908364223,103.17301371212406,103.65005613240227
